Brand Name	Mfg Code	Warranty Description	Warranty URL	Warranty Tel#	Warranty Months	Months for Parts	Comments
Blindspot	BLINDSP	Blindspot	https://blindspotgear.com/pages/warranty		12.0	12.0	
Blink	BLINK	Blink	https://blinkforhome.com/warranty	8333925465	12.0	12.0	
Blizzard Lighting	BLIZ	Blizzard Lighting	https://www.blizzardpro.com/warranty-info	4143958365			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
BlooPro	BLP						Mfr Not Found
BLU	BLU	Handsets	https://www.bluproducts.com/home	8776028762	12.0	12.0	
	BLU	Batteries	https://www.bluproducts.com/home	8776028762	6.0	6.0	
	BLU	Accessories	https://www.bluproducts.com/home	8776028762	6.0	6.0	
Blue Microphones	BLUEM	Blue USB Mic & Headphone	https://support.bluemic.com/hc/en-us		24.0	24.0	
	BLUEM	Blue Pro XLR Microphones	https://support.bluemic.com/hc/en-us		36.0	36.0	
Blue Vigil	BLVGL	Blue Vigil	https://www.bluevigil.com		12.0	12.0	Standard Warranty Kept
Bluecolt	FORE						Not in Adorama Brand List
BlueShape	BLUESH	Granite Battery	https://blueshapeusa.com/warranty	3215930189	18.0	18.0	
	BLUESH	Power Pacjs Commencing	https://blueshapeusa.com/warranty	3215930189	12.0	12.0	
Bodelin Technologies	BODELIN						Mfr Not Found
Bogen	BG						Mfr Not Found
BOGgear	RS	Accessory	https://www.boghunt.com/warranty	8332506620	12.0	12.0	
	RS	Game Cameras	https://www.boghunt.com/warranty	8332506620	24.0	24.0	
Bolin Technology	BOLIN	Bolin Technology	https://bolintechnology.com/support				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Boling	BOLIN	Boling	https://www.boling.com.cn		12.0	12.0	As per Adorama
Bolt	GARM	Bolt	https://www.boltflashes.com/warranty	2125942120	12.0	12.0	
Bon Monitors	BONMON	Bon Monitors	https://www-bon-co-kr		12.0	12.0	
BongoTies	BONGO		http://www.bongoties.com/				Warranty Not Applicable
Boris FX	RG						Not in Adorama Brand List
Boroughs	WATSON	Boroughs		8008150702	12.0	12.0	Adorama Private Brand
Bosch Security Systems	RG	Bosch Security Systems	https://www.boschsecurity.com/xc/en	8002890096			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Bose	45	Bose	https://www.bose.com/legal/product-warranty	8003792073			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Boss	BOSS	Boss	https://www.boss.info/us	3238903771			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Bounty Hunter	BOUNTY	Bounty Hunter	https://www.metaldetector.com	8004460244	60.0	60.0	
Bower	BOWER	Bower	https://bowerusa.com/pages/warranty	8004467244	12.0	12.0	
BOYA	AU		https://boya-mic.com				Warranty Not Available on MFR
Boz Digital Labs	BOZD		https://www.bozdigitallabs.com				Warranty Not Available on MFR
Bracket 1	BR1		https://bracket1.com				Warranty Not Available on MFR
Bracketron	B8	Bracketron	https://bracketron.com/pages/warranty-returns		12.0	12.0	
Brady People ID	RG						Not in Adorama Brand List
Braun	BRAUN						Mfr Not Found
Breakthrough Photography	BTX	Breakthrough Photography	https://breakthrough.photography/pages/faqs	8777628427			Warranty only when Product Registered
Breedlove	BRL	Breedlove	https://breedlovemusic.com/support/warranty	8778004848	99.0	99.0	
	BRL	Tuning Machines & Electronics	https://breedlovemusic.com/support/warranty	8778004848	24.0	24.0	
	BRL	Cases and Bags	https://breedlovemusic.com/support/warranty	8778004848	12.0	12.0	
Bresser	BRESR	Bresser	https://www.bresser.de/en				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Bretford	BRET	Bretford	https://www.bretford.com/warranty	8005219614			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Brickhouse Security	BRKSEC	Brickhouse Security	https://www.brickhousesecurity.com/returns-and-exchanges	8006547966	3.0	3.0	
Briese Lichttechnik	BRIESE						Not in Adorama Brand List
Bright Tangerine	BRTAN	Bright Tangerine	https://www.brighttangerine.com/warranty-periods				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Brightline	BRIG	Brightline	https://brightlines.com/warranty-information	4122060106	36.0	36.0	
BRINC Drones	BRINC	BRINC Drones	https://brincdrones.com	8668490282	12.0	12.0	Standard Warranty Kept
Brinno	BRIN	Brinno	https://brinno.com/pages/support-warranty		12.0	12.0	
Brite Strike	BRITESTRIK	Brite Strike	https://www.brite-strike.com/brite-strike-guarantee	7815853525	1.0	1.0	
Broadfield Distributing	RG						Not in Adorama Brand List
Bronica	BR						Mfr Not Found
Brooklyn Arc	ARC						Not in Adorama Brand List
Brother	BROTHER	Brother	https://www.brother-usa.com/home	8772768437			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Browning	BRWNG	Browning	https://www.browning.com		12.0	12.0	
Brunton	B3	Brunton	https://www.brunton.com/pages/brunton-product-warranty	8004434871	12.0	12.0	
BSA Optics	XI	BSA Optics	https://bsaoptics.com/warranty-information	4796361200	12.0	12.0	
BSS	BSS	BSS	https://bssaudio.com/en/support/warranty_policy	8447764899			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Bubblebee Industries	BUBB	Bubblebee Industries	https://www.bubblebeeindustries.com/pages/warranty		24.0	24.0	
Buffalo Technology	BJ	Buffalo Technology	https://www.buffalo-technology.com		24.0	24.0	
Bugera	BUGERA	Bugera	https://www.bugera-amps.com/service.html				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Bulldog	BLDOG	Bulldog	https://www.bulldogcases.com/warranty-registration				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Burris Optics	B2	Burris Optics	https://www.burrisoptics.com/support/warranty	8884400244			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Burson Audio	BURSN	Burson Audio	https://www.bursonaudio.com/about-us/return-warranty-policy	8002232500	24.0	24.0	
Bushnell	BS	Bushnell	https://www.bushnell.com/bu-warranty.html	8004233537			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
BVDA America	BVDA						Warranty Not Applicable
Black Bear Studio Systems	BLKBR	Black Bear Studio Systems	https://www.blackbearstudiosystems.com	8442002327	12.0	12.0	Standard Warranty Kept
Black Lion Audio	BLA	Black Lion Audio	https://www.blacklionaudio.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Blackhawk	BKHK	Blackhawk	https://www.blackhawk.com/returns-warranty.html		12.0	12.0	Standard Warranty Kept
Blackjet	BKJT	Blackjet	https://blackjetusa.com/pages/warranty		24.0	24.0	
Blackmagic Design	B6	Blackmagic Design	https://www.blackmagicdesign.com	4089540500			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Blue Cat Audio	BLCT						Warranty Not Applicable
Body Glove	26	Body Glove	https://www.bodyglove.com/pages/warranty-care		12.0	12.0	
Bosch	BOSC	Bosch	https://www.bosch.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
fly	BREAK						Warranty Not Applicable
Breathing Color	BREA	Breathing Color	https://www.breathingcolor.com	8333201187			Warranty Not Applicable
Bron Kobold	8B	Bron Kobold			12.0	12.0	As per Adorama
Broncolor	5B	Broncolor	https://broncolor.swiss/support/faq		24.0	24.0	
BZB GEAR	BZB	BZB GEAR	https://bzbgear.com/warranty	8884999906	36.0	36.0	
Cable Techniques	CBLTQ	Cable Techniques	https://www.cabletechniques.com/deliveryandreturns	2032691808	12.0	12.0	
CME	CMS	CME Xkey	https://xkeyair.com/join-xkey-community		24.0	24.0	
ELCAN Armament Technology	AT	ELCAN Armament Technology	https://armament.com/elcan-warranty	9024546384	36.0	36.0	
Flashpoint	FP	Flashpoint	https://www.flashpointlighting.com/service-repair	2126479300			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
General Brand	GENBR						Warranty Not Applicable
iOptron	IOPTRON	iOptron	https://www.ioptron.com/Articles.asp?ID=285				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Manfrotto	BG	Manfrotto	https://www.manfrotto.com/us-en/product-warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
PhotoBert	BK						Warranty Not Applicable
Pioneer Electronics	PI	Pioneer Electronics	https://www.pioneerelectronics.com/PUSA/Car/WARRANTY+UPDATE	8004211624			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Pro Co Sound	PROCO	Pro Co Sound	https://www.procosound.com/topic/warranty	8002537360			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Rode	R4	Rode	https://rode.com/en/support/warranty-terms	296485855	12.0	12.0	
Starbound	STARBOUND						Mfr Not Found
Telrad	TELRAD		https://telrad.com				Warranty Not Available on MFR
XPG	XPG	XPG	https://www.xpg.com/us/support	7143328708			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
C.B.I.	CBI						Not in Adorama Brand List
C2G	C2G	C2G	https://www.cablestogo.com/policies/returns	8005069607	99.0	99.0	
Cable Warehouse	TVONE						Not in Adorama Brand List
Cables To Go	RG						Not in Adorama Brand List
CablesAndKits	RG						Not in Adorama Brand List
Cactus	CACT	Cactus			12.0	12.0	As per Adorama
CAD Audio	4C	CAD Audio	https://www.cadaudio.com/support/service-and-repair	8004312609	24.0	24.0	
CalDigit	CQ	CalDigit	https://www.caldigit.com/warranty	7145729889			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Caldwell	CLDWL	Caldwell	https://www.caldwellshooting.com/warranty	8337845520	99.0	99.0	
Calibrated Software	CALIB						Warranty Not Applicable
Calibrite	CBT	Calibrite	https://calibrite.com/us				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Califone	COLI	Califone	https://www.califoneoutlet.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CalMAN	RG						Not in Adorama Brand List
Cam Caddie	CAMCAD	Cam Caddie	https://camcaddie.com/pages/warranty	8182302044	12.0	12.0	
Cambo	C7	Cambo	https://www.cambousa.com/register	4048595809	12.0	12.0	As per Adorama
Cameleon	CMLN	Cameleon	https://www.cameleonbags.com	7032300705	99.0	99.0	As per Adorama
Cameo	RG						Mfr Not Found
CAMEOGEAR	RG		https://www.cameogear.com				Warranty Not Available on MFR
Came-TV	CAMETV	Came-TV	https://www.came-tv.com		12.0	12.0	
Campco	ZZ						Warranty Not Applicable
Camplex	CMPLX	Camplex	https://www.camplex.com/warranty-registration	8004457568	12.0	12.0	
camRade	Z5	camRade	https://www.camrade.com/about-us				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CamRanger	RG						Not in Adorama Brand List
Camtree	CMTREE	Camtree	https://www.proaimusa.com/pages/terms-and-conditions		12.0	12.0	
CAMVATE	CMVT	CAMVATE	https://www.camvate.com				Warranty Not Available on MFR
Canare	CANARE	Canare	https://www.canare.com	9738370070	12.0	12.0	
Candreva	ARC		https://www.jccamerasystems.com				Warranty Not Available on MFR
Canetti	CDG						Warranty Not Applicable
CANLess	CP		https://canlessair.com/returns	8009456498			Warranty only when Product Registered
Canon	CA	Canon	https://www.usa.canon.com	8006522666			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Canson Infinity	C5	Canson Infinity	https://www.canson-infinity.com/en				Warranty Not Applicable
Canvas Grip	ARC						Not in Adorama Brand List
CAO Group	CAO		https://caogroup.com/pages/warranty-registration-form				Warranty only when Product Registered
Capcom	CAP	Capcom	https://www.capcomusa.com		3.0	3.0	
Capture One	CAPONE						Warranty Not Applicable
Capturing Couture	46	Capturing Couture	https://www.capturingcouture.com		12.0	12.0	
Car and Driver	CAR	Car and Driver	https://caranddrivertech.com/pages/warranty-information	8332273274	12.0	12.0	
Cardellini	CARD	Cardellini	https://cardelliniproducts.com	8665668040	60.0	60.0	As per Adorama
Caresour	CSR						Not in Adorama Brand List
Carl	CR	Carl	https://www.carlmfg.com/warranty	8002574771	99.0	99.0	
Carlsbro	CARL						Not in Adorama Brand List
Carpet Light	CL	Carpet Light	https://www.carpetlight.com/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Carson	CJ	Telescopes	https://carson.com/customers/warranty	6319635000	12.0	12.0	
	CJ	Telescopes	https://carson.com/customers/warranty	6319635000	12.0	12.0	
	CJ	Magnifiers	https://carson.com/customers/warranty	6319635000	99.0	99.0	
	CJ	Pocket Microscopes	https://carson.com/customers/warranty	6319635000	99.0	99.0	
	CJ	Accessories	https://carson.com/customers/warranty	6319635000	99.0	99.0	
Carry-on	CARRY-ON		https://carryonplaying.com				Warranty Not Available on MFR
Cartoni	CC	Fluid Heads & Pedestals	https://www.cartoni.com/warranty		36.0	36.0	
	CC	Tripods Spreaders Dollies Acc.	https://www.cartoni.com/warranty		24.0	24.0	
CasaCam	CASACAM						Not in Adorama Brand List
Cascade Microphones	CASCADE						Not in Adorama Brand List
Case Logic	CG	Case Logic	https://www.caselogic.com/en-us/about-case-logic/warranty	8009258111			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Casecruzer	RG						Not in Adorama Brand List
Casematix	CSMTX	Casematix	https://casematix.com/pages/warranty	7472749899	99.0	99.0	
CASEPH	GX	CASEPH			12.0	12.0	As per Adorama
Casio	CASIMU	Casio	https://www.casio.com/us				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Cassida	CASS	Cassida	https://cassidausa.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CASY MALL	FORE						Not in Adorama Brand List
Cavision	C4	Cavision	http://www.cavision.com/service/warranty.htm	6042989053	6.0	6.0	
Cecilia Gallery	CECIL						Mfr Not Found
CEDAR Audio	CEDARAU		https://www.cedaraudio.com				Warranty only when Product Registered
Celemony	CLMNY						Warranty Not Applicable
Celere	RG						Mfr Not Found
Celestion	CELES	Celestion	https://celestion.com/warranty		36.0	36.0	
Celestron	CN	Celestron	https://www.celestron.com/pages/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Centrance	CNTRNC	Centrance	https://centrance.com/privacy-policy	8332368726	12.0	12.0	
Century Optics	CY						Mfr Not Found
Cerwin Vega	CEVA	Cerwin Vega	https://cerwinvega.com/cv-warranty-policy	8448441339	12.0	12.0	
Cesco	DK						Warranty Not Applicable
ChamSys	CHAMSYS	ChamSys	https://chamsyslighting.com/pages/warranty	7724105762			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Channellock	RG						Not in Adorama Brand List
Charvel	CHAR	Charvel	https://www.charvel.com/support/warranty	4805969690	24.0	24.0	
CHASING	CHSNG	CHASING	https://www.chasing.com/en/warranty-policy.html				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CHAUVET	CHAUV						No SKU is not listed on Adorama
CHAUVET DJ	CHAUV	CHAUVET DJ	https://www.chauvetdj.com/warranty	9545774455			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CHAUVET Professional	CHAUV	CHAUVET Professional	https://www.chauvetprofessional.com/warranty	8443937575			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CheetahStand	LT	CheetahStand	https://cheetahstand.com/pages/warranty-service	4692878711	24.0	24.0	
Chem Seal	DK						Warranty Not Applicable
Chief	CHIEF	Chief	https://www.legrandav.com/policies/warranty_information	8669773901			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Chimera	CM	Chimera	https://chimeralighting.com/support/warranty-returns	8884441812			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
CHIOPT	CHIOPT	CHIOPT	https://www.chiopt.net		24.0	24.0	As per Adorama
Christie Digital	CRD	Christie Digital	https://www.christiedigital.com/help-center/warranties				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
ChromaCast	CHROC	ChromaCast	https://www.chromacast.com/warranty		12.0	12.0	
Chroma-Q	CHRMQ	Chroma-Q	https://chroma-q.com/warranty	4162559494			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
ChronoSync	RG						Not in Adorama Brand List
Chrosziel	ZO	Chrosziel	https://www.chrosziel.com/terms-and-conditions		12.0	12.0	
ChyTv	CTV	ChyTv	https://chytv.com	6315422505	12.0	12.0	As per Adorama
CineBags	ARC	CineBags	https://www.cinebags.com/warranty		12.0	12.0	
Cinegears	CINGER	Cinegears	https://cinegears.com/warranty-information	8006938883	36.0	36.0	
Cinema Devices	CNMDVC	Cinema Devices	https://www.cinemadevices.com		24.0	24.0	As per Adorama
Cinematography Electronics	RG						Not in Adorama Brand List
